gvkey,cik,datadate,fyear,company name,curcd,Total revenue,Net income(loss),Profitability,ProfitabilityDiff,assests and liabilities other net change,assestsDiff,cash and cash equivalents incease(decrease) ,cashDiff,operating income,incomeDiff,company statement,have 2021
124395,1089815,12/31/2019,2019,US NEUROSURGICAL HOLDINGS,USD,3.07,0.142,0.046254072,,0.436,,-0.184,,1.49,,A,
124395,1089815,12/31/2020,2020,US NEUROSURGICAL HOLDINGS,USD,3.173,0.533,0.16797983,0.121725758,-0.377,-0.813,0.695,0.879,1.615,0.125,A,
125601,1089872,12/31/2019,2019,GAIA INC,USD,53.979,-18.15,-0.336241872,,2.772,,-18.47,,-7.609,,A,
125601,1089872,12/31/2020,2020,GAIA INC,USD,66.827,0.519,0.007766322,0.344008194,4.952,2.18,1.111,19.581,7.414,15.023,A,
124254,1090061,11/30/2019,2019,OMNOVA SOLUTIONS INC,USD,736.2,-22.4,-0.030426515,,-22.7,,-3.2,,66.5,,I,
126554,1090872,10/31/2019,2019,AGILENT TECHNOLOGIES INC,USD,5163,1071,0.207437536,,-49,,-866,,1274,,A,
126554,1090872,10/31/2020,2020,AGILENT TECHNOLOGIES INC,USD,5339,719,0.134669414,-0.072768123,-181,-132,59,925,1339,65,A,
124775,1091883,12/31/2019,2019,CIRCOR INTL INC,USD,964.313,-133.935,-0.138891625,,-26.808,,16.202,,81.778,,A,
124775,1091883,12/31/2020,2020,CIRCOR INTL INC,USD,773.271,-185.498,-0.239887439,-0.100995814,-84.325,-57.517,-8.031,-24.233,41.568,-40.21,A,
125240,1091907,12/31/2019,2019,WORLD WRESTLING ENTMT INC,USD,960.442,77.061,0.080234933,,-19.015,,-77.01,,147.64,,A,
125240,1091907,12/31/2020,2020,WORLD WRESTLING ENTMT INC,USD,974.207,131.771,0.135259755,0.055024821,-0.934,18.081,371.655,448.665,253.955,106.315,A,
140568,1092662,12/31/2019,2019,CHEMBIO DIAGNOSTICS INC,USD,34.464,-13.675,-0.396790854,,-0.324,,5.747,,-11.158,,A,
140568,1092662,12/31/2020,2020,CHEMBIO DIAGNOSTICS INC,USD,32.47,-25.521,-0.785987065,-0.389196211,1.43,1.754,4.795,-0.952,-19.254,-8.096,A,
183974,1092699,12/31/2019,2019,SPS COMMERCE INC,USD,279.124,33.712,0.120777862,,3.128,,45.393,,54.844,,A,
183974,1092699,12/31/2020,2020,SPS COMMERCE INC,USD,312.63,45.586,0.145814541,0.025036679,0.985,-2.143,-29.56,-74.953,68.823,13.979,A,
115757,1092796,04/30/2020,2019,SMITH & WESSON BRANDS INC,USD,678.39,-61.23,-0.090257816,,19.439,,84.383,,111.222,,A,
115757,1092796,04/30/2021,2020,SMITH & WESSON BRANDS INC,USD,1059.195,252.049,0.237962792,0.328220609,18.106,-1.333,-11.994,-96.377,360.274,249.052,A,
162887,1093557,12/31/2019,2019,DEXCOM INC,USD,1476,101.1,0.068495935,,-9.8,,-690.7,,196.7,,A,
162887,1093557,12/31/2020,2020,DEXCOM INC,USD,1926.7,493.6,0.256189339,0.187693404,15.4,25.2,371.8,1062.5,381.1,184.4,A,
125604,1093691,12/31/2019,2019,PLUG POWER INC,USD,230.239,-85.465,-0.37120123,,6.753,,259.347,,-32.293,,A,
125604,1093691,12/31/2020,2020,PLUG POWER INC,USD,306.463,-596.155,-1.945275612,-1.574074382,54.393,47.64,1264.784,1005.437,-161.343,-129.05,A,
107843,1094038,12/31/2019,2019,MARKER THERAPEUTICS INC,USD,0.213,-21.428,-100.600939,,-1.57,,-17.843,,-22.424,,A,
107843,1094038,12/31/2020,2020,MARKER THERAPEUTICS INC,USD,0.467,-28.706,-61.46895075,39.13198822,-0.704,0.866,-22.552,-4.709,-28.4,-5.976,A,
125600,1094084,12/31/2019,2019,TELKONET INC,USD,11.982,-1.934,-0.16140878,,-0.456,,-1.378,,-1.915,,A,
125600,1094084,12/31/2020,2020,TELKONET INC,USD,6.494,-3.15,-0.485063135,-0.323654355,0.162,0.618,-0.289,1.089,-2.446,-0.531,A,
126721,1094285,12/31/2019,2019,TELEDYNE TECHNOLOGIES INC,USD,3163.6,402.3,0.127165255,,-47.2,,57,,605.9,,A,
126721,1094285,12/31/2020,2020,TELEDYNE TECHNOLOGIES INC,USD,3086.2,401.9,0.130224872,0.003059617,-31.6,15.6,473.6,416.6,617.1,11.2,A,
126718,1095315,12/31/2019,2019,PFSWEB INC,USD,294.022,-2.17,-0.0073804,,-3.983,,-2.978,,13.16,,A,
126718,1095315,12/31/2020,2020,PFSWEB INC,USD,342.505,-5.504,-0.016069838,-0.008689438,-12.749,-8.766,-1.683,1.295,9.642,-3.518,A,
133766,1095565,12/31/2019,2019,HEALTHSTREAM INC,USD,254.112,15.77,0.062059249,,-4.881,,-2.783,,42.652,,A,
133766,1095565,12/31/2020,2020,HEALTHSTREAM INC,USD,244.826,14.091,0.057555162,-0.004504088,-13.197,-8.316,-94.972,-92.189,44.267,1.615,A,
254096,1095981,12/31/2019,2019,PLUS THERAPEUTICS INC,USD,6.998,-10.887,-1.555730209,,0.034,,12.291,,-3.257,,A,
254096,1095981,12/31/2020,2020,PLUS THERAPEUTICS INC,USD,0.303,-8.241,-27.1980198,-25.64228959,0.184,0.15,-9.246,-21.537,-8.437,-5.18,A,
268208,1096056,12/31/2019,2019,LUXFER HOLDINGS PLC,USD,443.5,3.1,0.006989853,,-1.7,,-3.8,,64,,A,
268208,1096056,12/31/2020,2020,LUXFER HOLDINGS PLC,USD,324.8,20,0.061576355,0.054586501,11.3,13,-8.8,-5,51.1,-12.9,A,
133367,1096752,09/30/2019,2019,EDGEWELL PERSONAL CARE CO,USD,2141,-372.2,-0.173843998,,4.5,,75.2,,401.7,,A,
133367,1096752,09/30/2020,2020,EDGEWELL PERSONAL CARE CO,USD,1949.7,67.6,0.034672001,0.208515999,-17.3,-21.8,23.1,-52.1,347.3,-54.4,A,
133367,1096752,09/30/2021,2021,EDGEWELL PERSONAL CARE CO,USD,2087.3,117,0.056053275,0.021381274,-26.9,-9.6,114.5,91.4,365.5,18.2,A,3 years
176503,1096938,12/31/2019,2019,UNITED HEALTH PRODUCTS INC,USD,0.005,-6.602,-1320.4,,0.05,,-0.015,,-6.094,,A,
176503,1096938,12/31/2020,2020,UNITED HEALTH PRODUCTS INC,USD,0.001,-15.711,-15711,-14390.6,0,-0.05,0.029,0.044,-14.848,-8.754,A,
115165,1096950,12/31/2019,2019,ADVANCED CONTAINER TECHN INC,USD,2.148,-1.408,-0.655493482,,0.037,,0.001,,-1.261,,A,
141384,1097149,12/31/2019,2019,ALIGN TECHNOLOGY INC,USD,2406.796,442.776,0.183969061,,239.885,,-86.432,,593.473,,A,
141384,1097149,12/31/2020,2020,ALIGN TECHNOLOGY INC,USD,2471.941,1775.888,0.718418441,0.53444938,301.377,61.492,410.34,496.772,488.392,-105.081,A,
134932,1097864,12/31/2019,2019,ON SEMICONDUCTOR CORP,USD,5517.9,211.7,0.038366045,,-306,,-192.9,,1188.3,,A,
134932,1097864,12/31/2020,2020,ON SEMICONDUCTOR CORP,USD,5255,234.2,0.044567079,0.006201034,-3.8,302.2,187.3,380.2,980.6,-207.7,A,
176198,1098880,12/31/2019,2019,INTELGENX TECHNOLOGIES CORP,USD,0.742,-10.66,-14.36657682,,0.292,,-5.483,,-8.625,,A,
176198,1098880,12/31/2020,2020,INTELGENX TECHNOLOGIES CORP,USD,1.544,-7.044,-4.562176166,9.804400654,0.287,-0.005,-0.127,5.356,-5.594,3.031,A,
129466,1098972,12/31/2019,2019,AGENUS INC,USD,150.048,-107.657,-0.717483739,,73.984,,8.754,,-57.67,,A,
129466,1098972,12/31/2020,2020,AGENUS INC,USD,88.17,-180.914,-2.051877056,-1.334393317,-7.233,-81.217,40.697,31.943,-108.835,-51.165,A,
65991,1099132,12/31/2019,2019,MANHATTAN SCIENTIFICS INC,USD,0.097,-1.222,-12.59793814,,-0.002,,0.174,,-1.023,,A,
65991,1099132,12/31/2020,2020,MANHATTAN SCIENTIFICS INC,USD,0.05,4.314,86.28,98.87793814,0.001,0.003,0.092,-0.082,-0.673,0.35,A,
122202,1099369,08/31/2019,2019,DESTINY MEDIA TECHNOLOGIES,USD,3.809,0.611,0.160409556,,-0.019,,1.415,,0.679,,A,
122202,1099369,08/31/2020,2020,DESTINY MEDIA TECHNOLOGIES,USD,3.825,0.169,0.044183007,-0.11622655,0.001,0.02,-0.671,-2.086,0.552,-0.127,A,
178081,1099590,12/31/2019,2019,MERCADOLIBRE INC,USD,2296.314,-171.999,-0.074902213,,245.399,,986.729,,-93.775,,A,
178081,1099590,12/31/2020,2020,MERCADOLIBRE INC,USD,3973.465,-0.707,-0.00017793,0.074724283,805.438,560.039,1056.8,70.071,208.988,302.763,A,
133366,1099800,12/31/2019,2019,EDWARDS LIFESCIENCES CORP,USD,4348,1046.9,0.240777369,,9.4,,465,,1369.7,,A,
133366,1099800,12/31/2020,2020,EDWARDS LIFESCIENCES CORP,USD,4386.3,823.4,0.187720858,-0.053056511,-12.2,-21.6,15.8,-449.2,1386.3,16.6,A,
137131,1100682,12/31/2019,2019,CHARLES RIVER LABS INTL INC,USD,2621.226,252.019,0.096145468,,2.732,,42.728,,602.524,,A,
137131,1100682,12/31/2020,2020,CHARLES RIVER LABS INTL INC,USD,2923.933,364.304,0.124593826,0.028448358,36.502,33.77,-6.927,-49.655,687.23,84.706,A,
137441,1101026,12/31/2019,2019,ZIVO BIOSCIENCE INC,USD,0,-11.51,,,-0.001,,-0.043,,-8.352,,A,
137441,1101026,12/31/2020,2020,ZIVO BIOSCIENCE INC,USD,0.02,-9.106,-455.3,,1.828,1.829,-0.208,-0.165,-8.556,-0.204,A,
143974,1101215,12/31/2019,2019,ALLIANCE DATA SYSTEMS CORP,USD,5581.3,278,0.049809184,,-11,,-9.6,,1672.1,,A,
143974,1101215,12/31/2020,2020,ALLIANCE DATA SYSTEMS CORP,USD,4521.4,213.7,0.047264122,-0.002545063,155.9,166.9,-494.9,-485.3,1119.7,-552.4,A,
137573,1101302,12/31/2019,2019,ENTEGRIS INC,USD,1591.066,254.86,0.160181916,,4.028,,-130.151,,436.815,,A,
137573,1101302,12/31/2020,2020,ENTEGRIS INC,USD,1859.313,294.969,0.15864408,-0.001537836,18.729,14.701,228.982,359.133,544.16,107.345,A,
29089,1101433,12/31/2019,2019,QUOTEMEDIA INC,USD,11.794,0.559,0.047396982,,-0.176,,0.004,,1.712,,A,
29089,1101433,12/31/2020,2020,QUOTEMEDIA INC,USD,12.402,-0.646,-0.052088373,-0.099485354,0.622,0.798,-0.398,-0.402,0.689,-1.023,A,
28071,1101680,12/31/2019,2019,DASAN ZHONE SOLUTIONS INC,USD,306.882,-13.457,-0.043850731,,-0.294,,-2.013,,4.911,,A,
28071,1101680,12/31/2020,2020,DASAN ZHONE SOLUTIONS INC,USD,300.64,-23.082,-0.076776211,-0.03292548,10.907,11.201,20.952,22.965,1.198,-3.713,A,
133726,1102934,09/30/2019,2019,CMC MATERIALS INC,USD,1037.696,39.215,0.037790451,,-12.282,,-164.426,,329.941,,A,
133726,1102934,09/30/2020,2020,CMC MATERIALS INC,USD,1116.27,142.828,0.127951123,0.090160672,8.81,21.092,68.859,233.285,357.867,27.926,A,
133726,1102934,09/30/2021,2021,CMC MATERIALS INC,USD,1199.831,-68.577,-0.057155549,-0.185106672,11.282,2.472,-71.375,-140.234,354.643,-3.224,A,3 years
133869,1102993,12/31/2019,2019,LIVEPERSON INC,USD,291.609,-96.071,-0.329451423,,8.598,,110.074,,-57.717,,A,
133869,1102993,12/31/2020,2020,LIVEPERSON INC,USD,366.62,-107.594,-0.293475533,0.03597589,20.926,12.328,477.629,367.555,-33.916,23.801,A,
148219,1103021,12/31/2019,2019,BIODELIVERY SCIENCES INTL,USD,111.389,-15.305,-0.137401359,,-0.581,,20.066,,12.563,,A,
148219,1103021,12/31/2020,2020,BIODELIVERY SCIENCES INTL,USD,156.471,25.711,0.164317989,0.301719348,-1.439,-0.858,47.696,27.63,45.938,33.375,A,
143788,1103090,12/31/2019,2019,REFLECT SCIENTIFIC INC,USD,1.609,-0.196,-0.121814792,,0.314,,0.335,,-0.191,,A,
115411,1103795,12/31/2019,2019,QS ENERGY INC,USD,0,-5.621,,,-0.062,,-0.674,,-3.043,,A,
115411,1103795,12/31/2020,2020,QS ENERGY INC,USD,0,-2.415,,,0.052,0.114,-0.427,0.247,-1.816,1.227,A,
142953,1103982,12/31/2019,2019,MONDELEZ INTERNATIONAL INC,USD,25868,3870,0.14960569,,-607,,228,,5230,,A,
142953,1103982,12/31/2020,2020,MONDELEZ INTERNATIONAL INC,USD,26581,3555,0.133742147,-0.015863544,-648,-41,2322,2094,5284,54,A,
141887,1104038,12/31/2019,2019,VERIFYME INC,USD,0.245,-2.508,-10.23673469,,-0.006,,-1.42,,-2.399,,A,
141887,1104038,12/31/2020,2020,VERIFYME INC,USD,0.343,-5.902,-17.20699708,-6.970262391,-0.145,-0.139,7.686,9.106,-3.47,-1.071,A,
136186,1104506,12/31/2019,2019,INSMED INC,USD,136.467,-254.337,-1.863725296,,-27.971,,-7.643,,-225.064,,A,
136186,1104506,12/31/2020,2020,INSMED INC,USD,164.413,-294.09,-1.788727169,0.074998127,15.556,43.527,45.327,52.97,-251.082,-26.018,A,
2448,1104657,12/31/2019,2019,MATERION CORP,USD,1185.424,50.66,0.042735764,,-2.992,,54.362,,124.009,,A,
2448,1104657,12/31/2020,2020,MATERION CORP,USD,1176.274,15.462,0.013144897,-0.029590867,59.734,62.726,-99.129,-153.491,75.787,-48.222,A,
133825,1104855,12/31/2019,2019,SUPPORT.COM INC,USD,63.333,3.846,0.060726635,,0.398,,-15.095,,3.245,,I,
133825,1104855,12/31/2020,2020,SUPPORT.COM INC,USD,43.864,0.446,0.010167791,-0.050558844,-0.025,-0.423,3.439,18.534,0.366,-2.879,I,
141006,1106213,12/31/2019,2019,SEAFARER EXPLORATION CORP,USD,0.014,-2.309,-164.9285714,,-0.014,,0.619,,-2.049,,A,
141006,1106213,12/31/2020,2020,SEAFARER EXPLORATION CORP,USD,0.011,-2.661,-241.9090909,-76.98051948,0.036,0.05,-0.432,-1.051,-2.68,-0.631,A,
148239,1106644,12/31/2019,2019,CHINA PHARMA HOLDINGS INC,USD,10.924,-20.702,-1.895093372,,-0.424,,-1.276,,-0.464,,A,
148239,1106644,12/31/2020,2020,CHINA PHARMA HOLDINGS INC,USD,10.866,-2.867,-0.263850543,1.631242829,0.05,0.474,-0.227,1.049,0.101,0.565,A,
164284,1106838,12/31/2019,2019,CHANTICLEER HOLDINGS INC,USD,30.143,-17.727,-0.588096739,,-2.347,,-0.023,,-14.236,,I,
108630,1107280,12/31/2019,2019,OCULUS VISIONTECH INC,USD,0,-0.193,,,0,,0.377,,-0.196,,A,
108630,1107280,12/31/2020,2020,OCULUS VISIONTECH INC,USD,0,-2.772,,,-0.005,-0.005,0.108,-0.269,-0.805,-0.609,A,
165215,1107421,12/31/2019,2019,ZIOPHARM ONCOLOGY INC,USD,0,-117.796,,,7.763,,18.012,,-57.229,,A,
165215,1107421,12/31/2020,2020,ZIOPHARM ONCOLOGY INC,USD,0,-79.976,,,11.015,3.252,35.328,17.316,-79.233,-22.004,A,
11745,1107843,12/31/2019,2019,QUALYS INC,USD,321.607,69.336,0.215592322,,22.048,,46.533,,105.893,,A,
11745,1107843,12/31/2020,2020,QUALYS INC,USD,362.963,91.572,0.252290178,0.036697856,28.598,6.55,-13.427,-59.96,129.499,23.606,A,
23714,1108109,12/31/2019,2019,COMMUNITY HEALTH SYSTEMS INC,USD,13210,-675,-0.051097653,,-364,,20,,1512,,A,
23714,1108109,12/31/2020,2020,COMMUNITY HEALTH SYSTEMS INC,USD,11789,511,0.043345492,0.094443145,1016,1380,1460,1440,1131,-381,A,
138341,1108205,12/31/2019,2019,CURIS INC,USD,10.004,-32.141,-3.212814874,,-1.178,,-7.39,,-24.231,,A,
138341,1108205,12/31/2020,2020,CURIS INC,USD,10.835,-29.908,-2.760313798,0.452501076,0.847,2.025,114.027,121.417,-24.754,-0.523,A,
137874,1108320,12/31/2019,2019,SMTC CORP,USD,372.511,-5.995,-0.016093484,,0.834,,-0.233,,24.003,,I,
137874,1108320,12/31/2020,2020,SMTC CORP,USD,386.45,-0.581,-0.001503429,0.014590056,0.063,-0.771,-0.768,-0.535,27.682,3.679,I,
157855,1108524,01/31/2020,2019,SALESFORCE.COM INC,USD,17098,126,0.007369283,,670,,1476,,1405,,A,
157855,1108524,01/31/2021,2020,SALESFORCE.COM INC,USD,21252,4072,0.191605496,0.184236213,364,-306,2050,574,2318,913,A,
135527,1108630,12/31/2019,2019,LIVE CURRENT MEDIA INC,USD,0,0.016,,,0,,0.044,,-0.343,,A,
135527,1108630,12/31/2020,2020,LIVE CURRENT MEDIA INC,USD,0,0.232,,,0,0,-0.256,-0.3,-0.283,0.06,A,
138483,1109354,12/31/2019,2019,BRUKER CORP,USD,2072.6,197.2,0.095146193,,-38.3,,355.6,,400.5,,A,
138483,1109354,12/31/2020,2020,BRUKER CORP,USD,1987.5,157.8,0.079396226,-0.015749967,79.9,118.2,3.6,-352,358.3,-42.2,A,
22010,1110607,12/31/2019,2019,DEEP DOWN INC,USD,18.915,-2.774,-0.146656093,,-0.309,,1.508,,0.265,,A,
22010,1110607,12/31/2020,2020,DEEP DOWN INC,USD,12.977,-6.057,-0.466748863,-0.32009277,0.125,0.434,0.222,-1.286,0.018,-0.247,A,
138205,1110803,12/31/2019,2019,ILLUMINA INC,USD,3543,1002,0.282811177,,-82,,898,,1228,,A,
138205,1110803,12/31/2020,2020,ILLUMINA INC,USD,3239,656,0.202531646,-0.080279531,-37,45,-232,-1130,916,-312,A,
136648,1111335,12/31/2019,2019,VISTEON CORP,USD,2945,70,0.0237691,,-70,,2,,205,,A,
136648,1111335,12/31/2020,2020,VISTEON CORP,USD,2548,-56,-0.021978022,-0.045747122,56,126,31,29,156,-49,A,
175955,1111928,12/31/2019,2019,IPG PHOTONICS CORP,USD,1314.581,180.234,0.137103762,,-73.099,,138.626,,387.138,,A,
175955,1111928,12/31/2020,2020,IPG PHOTONICS CORP,USD,1200.724,159.572,0.132896486,-0.004207276,-43.833,29.266,195.569,56.943,326.064,-61.074,A,
147340,1112920,12/31/2019,2019,GLOBALSCAPE INC,USD,40.343,13.267,0.328855068,,0.211,,-4.471,,17.258,,I,
175533,1113148,12/31/2019,2019,INFINITY PHARMACEUTICALS INC,USD,3.049,-47.057,-15.43358478,,1.383,,-26.041,,-45.445,,A,
175533,1113148,12/31/2020,2020,INFINITY PHARMACEUTICALS INC,USD,1.719,-40.492,-23.55555556,-8.121970774,1.385,0.002,6.333,32.374,-38.014,7.431,A,
137602,1113232,12/31/2019,2019,AXCELIS TECHNOLOGIES INC,USD,342.958,17.034,0.049667889,,-29.48,,-38.368,,26.805,,A,
137602,1113232,12/31/2020,2020,AXCELIS TECHNOLOGIES INC,USD,474.56,49.982,0.105322825,0.055654936,9.797,39.277,57.698,96.066,61.441,34.636,A,
65399,1113256,09/30/2019,2019,MERITOR INC,USD,4388,291,0.066317229,,-25,,-7,,435,,A,
65399,1113256,09/30/2020,2020,MERITOR INC,USD,3044,245,0.080486202,0.014168974,-62,-37,207,214,199,-236,A,
65399,1113256,09/30/2021,2021,MERITOR INC,USD,3818,199,0.05212153,-0.028364673,-56,6,-214,-421,,,A,3 years
163018,1113513,12/31/2019,2019,MOBILESMITH INC,USD,2.802,-11.006,-3.927908637,,-0.233,,-0.192,,-6.039,,A,
163018,1113513,12/31/2020,2020,MOBILESMITH INC,USD,2.197,-71.41,-32.50341375,-28.57550511,-0.36,-0.127,0.036,0.228,-6.075,-0.036,A,
140073,1114483,12/31/2019,2019,INTEGER HOLDINGS CORP,USD,1258.094,96.336,0.076572975,,-31.06,,-12.034,,247.681,,A,
140073,1114483,12/31/2020,2020,INTEGER HOLDINGS CORP,USD,1073.442,77.258,0.071972216,-0.004600758,-24.982,6.078,35.671,47.705,179.39,-68.291,A,
138467,1114925,06/30/2019,2019,LANTRONIX INC,USD,46.89,-0.408,-0.008701216,,1.18,,8.714,,1.807,,A,
138467,1114925,06/30/2020,2020,LANTRONIX INC,USD,59.878,-10.738,-0.179331307,-0.170630091,-3.427,-4.607,-10.591,-19.305,-1.451,-3.258,A,
138467,1114925,06/30/2021,2021,LANTRONIX INC,USD,71.477,-4.044,-0.05657764,0.122753667,-0.221,3.206,2.048,12.639,2.104,3.555,A,3 years
27387,1114995,12/31/2019,2019,IMPINJ INC,USD,152.836,-22.987,-0.150403046,,-1.175,,49.368,,-16.852,,A,
27387,1114995,12/31/2020,2020,IMPINJ INC,USD,138.923,-51.923,-0.373753806,-0.22335076,4.407,5.582,-43.262,-92.63,-37.208,-20.356,A,
19747,1115128,12/31/2019,2019,QUOTIENT TECHNOLOGY INC,USD,436.16,-37.057,-0.084961941,,-8.991,,-77.264,,12.962,,A,
19747,1115128,12/31/2020,2020,QUOTIENT TECHNOLOGY INC,USD,445.887,-65.381,-0.146631321,-0.061669381,4.228,13.219,-2.012,75.252,17.666,4.704,A,
140541,1116132,06/30/2019,2019,TAPESTRY INC,USD,6027.1,643.4,0.106751174,,-125,,-274.2,,1176.7,,A,
140541,1116132,06/30/2020,2020,TAPESTRY INC,USD,4961.4,-652.1,-0.131434676,-0.23818585,0.5,125.5,457.1,731.3,437.2,-739.5,A,
140541,1116132,06/30/2021,2021,TAPESTRY INC,USD,5746.3,834.2,0.145171676,0.276606351,-239.9,-240.4,581.4,124.3,1314,876.8,A,3 years
12915,1116463,12/31/2019,2019,ORASURE TECHNOLOGIES INC,USD,154.605,16.656,0.107732609,,-5.651,,-12.723,,16.578,,A,
12915,1116463,12/31/2020,2020,ORASURE TECHNOLOGIES INC,USD,171.721,-14.922,-0.086896769,-0.194629378,15.623,21.274,85.087,97.81,2.877,-13.701,A,
139804,1116942,12/31/2019,2019,TTM TECHNOLOGIES INC,USD,2689.308,41.301,0.015357482,,27.916,,143.794,,353.874,,A,
139804,1116942,12/31/2020,2020,TTM TECHNOLOGIES INC,USD,2105.322,177.535,0.084326768,0.068969286,-38.564,-66.48,51.411,-92.383,258.001,-95.873,A,
160196,1117057,12/31/2019,2019,PLANET GREEN HOLDINGS CORP,USD,4.113,2.947,0.716508631,,-3.926,,6.324,,-0.069,,A,
160196,1117057,12/31/2020,2020,PLANET GREEN HOLDINGS CORP,USD,3.639,-11.051,-3.036823303,-3.753331934,-3.127,0.799,-3.857,-10.181,-2.312,-2.243,A,
148772,1117171,12/31/2019,2019,CBAK ENERGY TECHNOLOGY INC,USD,22.194,-10.768,-0.485176174,,-18.325,,-10.556,,-5.008,,A,
148772,1117171,12/31/2020,2020,CBAK ENERGY TECHNOLOGY INC,USD,37.566,-7.807,-0.207820902,0.277355272,-7.528,10.797,13.538,24.094,-1.433,3.575,A,
184263,1117297,06/30/2019,2019,QUINSTREET INC,USD,455.154,62.48,0.13727222,,1.603,,-3.052,,19.702,,A,
184263,1117297,06/30/2020,2020,QUINSTREET INC,USD,490.339,18.102,0.036917316,-0.100354904,-2.484,-4.087,44.987,48.039,17.681,-2.021,A,
184263,1117297,06/30/2021,2021,QUINSTREET INC,USD,578.487,23.555,0.040718288,0.003800971,5.742,8.226,2.81,-42.177,30.127,12.446,A,3 years
17498,1117480,12/31/2019,2019,CHIMERIX INC,USD,12.519,-112.576,-8.992411534,,-0.777,,-64.205,,-44.668,,A,
17498,1117480,12/31/2020,2020,CHIMERIX INC,USD,5.372,-43.522,-8.101638124,0.890773411,1.025,1.802,30.088,94.293,-44.147,0.521,A,
17553,1118417,09/30/2019,2019,MODEL N INC,USD,141.235,-19.293,-0.136602117,,-4.369,,4.076,,-8.221,,A,
17553,1118417,09/30/2020,2020,MODEL N INC,USD,161.056,-13.664,-0.084840056,0.051762061,2.34,6.709,139.711,135.635,-1.108,7.113,A,
17553,1118417,09/30/2021,2021,MODEL N INC,USD,193.445,-29.737,-0.153723281,-0.068883225,-1.776,-4.116,-34.708,-174.419,-3.933,-2.825,A,3 years
179249,1120370,12/31/2019,2019,BROADWIND INC,USD,178.22,-4.523,-0.025378745,,-1.139,,1.239,,5.152,,A,
179249,1120370,12/31/2020,2020,BROADWIND INC,USD,198.496,-1.487,-0.007491335,0.017887411,-4.688,-3.549,0.956,-0.283,6.701,1.549,A,
144437,1120914,12/31/2019,2019,PDF SOLUTIONS INC,USD,85.585,-5.418,-0.063305486,,4.372,,1.516,,-0.302,,A,
144437,1120914,12/31/2020,2020,PDF SOLUTIONS INC,USD,88.046,-40.363,-0.45843082,-0.395125334,11.38,7.008,-63.79,-65.306,-6.53,-6.228,A,
137609,1121142,12/31/2019,2019,MAXAR TECHNOLOGIES INC,USD,1666,109,0.06542617,,-118,,66,,369,,A,
137609,1121142,12/31/2020,2020,MAXAR TECHNOLOGIES INC,USD,1723,303,0.175856065,0.110429895,-105,13,-78,-144,405,36,A,
142260,1121484,12/31/2019,2019,OIL STATES INTL INC,USD,1017.354,-231.808,-0.227853825,,5.281,,-10.823,,95.333,,A,
142260,1121484,12/31/2020,2020,OIL STATES INTL INC,USD,638.075,-468.383,-0.734056341,-0.506202517,25.536,20.255,63.518,74.341,-15.632,-110.965,A,
175490,1121702,12/31/2019,2019,YIELD10 BIOSCIENCE INC,USD,0.806,-12.956,-16.07444169,,-2.235,,2.394,,-8.003,,A,
175490,1121702,12/31/2020,2020,YIELD10 BIOSCIENCE INC,USD,0.799,-10.206,-12.77346683,3.300974854,-0.657,1.578,-2.062,-4.456,-9.286,-1.283,A,
141459,1121788,12/31/2019,2019,GARMIN LTD,USD,3757.505,952.486,0.253488951,,-51.11,,-174.167,,1043.732,,A,
141459,1121788,12/31/2020,2020,GARMIN LTD,USD,4186.573,992.324,0.237025367,-0.016463584,40.833,91.943,431.11,605.277,1167.158,123.426,A,
154039,1122904,12/31/2019,2019,NETGEAR INC,USD,998.763,25.791,0.025822943,,-5.008,,-10.839,,47.964,,A,
154039,1122904,12/31/2020,2020,NETGEAR INC,USD,1255.202,58.293,0.046441131,0.020618188,12.945,17.953,156.252,167.091,93.262,45.298,A,
28194,1122976,12/31/2019,2019,AVIENT CORP,USD,2862.7,588.6,0.205610088,,3.2,,693.8,,306.6,,A,
28194,1122976,12/31/2020,2020,AVIENT CORP,USD,3242.1,131.6,0.040590975,-0.165019113,-150.4,-153.6,-215.2,-909,374.7,68.1,A,
141913,1123360,12/31/2019,2019,GLOBAL PAYMENTS INC,USD,4911.892,430.613,0.087667441,,-155.974,,467.395,,1925.352,,A,
141913,1123360,12/31/2020,2020,GLOBAL PAYMENTS INC,USD,7423.558,584.52,0.078738524,-0.008928917,-89.447,66.527,411.498,-55.897,2878.593,953.241,A,
141469,1123494,12/31/2019,2019,HARVARD BIOSCIENCE INC,USD,116.176,-4.687,-0.040343961,,-1.275,,0.162,,10.464,,A,
141469,1123494,12/31/2020,2020,HARVARD BIOSCIENCE INC,USD,102.1,-7.81,-0.076493634,-0.036149673,0.077,1.352,-0.018,-0.18,9.845,-0.619,A,
25999,1124105,12/31/2019,2019,CATALYST BIOSCIENCES INC,USD,0,-55.178,,,14.585,,-15.894,,-57.131,,A,
25999,1124105,12/31/2020,2020,CATALYST BIOSCIENCES INC,USD,20.948,-56.241,-2.684790911,,-15.993,-30.578,14.991,30.885,-56.432,0.699,A,
141277,1124140,12/31/2019,2019,EXACT SCIENCES CORP,USD,876.293,-83.993,-0.095850361,,-10.046,,17.098,,-120.699,,A,
141277,1124140,12/31/2020,2020,EXACT SCIENCES CORP,USD,1491.391,-848.533,-0.568954084,-0.473103723,32.942,42.988,1314.066,1296.968,23.879,144.578,A,
