adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001564590-19-017527	1718108	SURFACE ONCOLOGY, INC.	2836	US	MA	CAMBRIDGE	02139	50 HAMPSHIRE STREET, 8TH FLOOR		617-714-4096	US	MA	CAMBRIDGE	02139	50 HAMPSHIRE STREET, 8TH FLOOR		US	DE	000000000			4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 06:04:00.0	0	1	surf-20190331.xml	1	
0001564590-19-017535	1022646	ULTRA PETROLEUM CORP	1311	US	CO	ENGLEWOOD	80112	116 EAST INVERNESS DRIVE	SUITE 400	303-708-9740	US	CO	ENGLEWOOD	80112	116 EAST INVERNESS DRIVE	SUITE 400	CA	YT	000000000			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 06:11:00.0	0	1	upl-20190331.xml	1	
0001564590-19-017552	1358762	REATA PHARMACEUTICALS INC	2834	US	TX	IRVING	75063	2801 GATEWAY DRIVE SUITE 150		972-865-2206	US	TX	IRVING	75063	2801 GATEWAY DRIVE SUITE 150		US	DE	113651945			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 06:56:00.0	0	1	reta-20190331.xml	1	
0001564590-19-017559	1381531	DOMTAR CORP	2621	US	SC	FORT MILL	29715	234 KINGSLEY PARK DRIVE		(803) 802-7500	US	SC	FORT MILL	29715	234 KINGSLEY PARK DRIVE				205901152			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 07:02:00.0	0	1	ufs-10q_20190331_htm.xml	1	
0001564590-19-017568	1668243	UROGEN PHARMA LTD.	2834	IL		RA'ANANA	4365007	9 HA'TA'ASIYA ST		972 9 770 7601	IL		RA'ANANA	4365007	9 HA'TA'ASIYA ST		IL		000000000			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 07:13:00.0	0	1	urgn-20190331.xml	1	
0001564590-19-017586	1561627	EXONE CO	3555	US	PA	NORTH HUNTINGDON	15642	127 INDUSTRY BOULEVARD		724-863-9663	US	PA	NORTH HUNTINGDON	15642	127 INDUSTRY BOULEVARD		US	DE	261480640	EX ONE CO	20130104	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 08:04:00.0	0	1	xone-20190331.xml	1	
0001564590-19-017599	1604464	ATARA BIOTHERAPEUTICS, INC.	2836	US	CA	SOUTH SAN FRANCISCO	94080	611 GATEWAY BLVD	SUITE 900	650-278-8930	US	CA	SOUTH SAN FRANCISCO	94080	611 GATEWAY BLVD	SUITE 900	US	DE	460920988			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 08:25:00.0	0	1	atra-20190331.xml	1	
0001564590-19-017601	1050743	PEAPACK GLADSTONE FINANCIAL CORP	6029	US	NJ	BEDMINSTER	07921	500 HILLS DRIVE		9082340700	US	NJ	BEDMINSTER	07921	500 HILLS DRIVE		US	NJ	223537895			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 08:29:00.0	0	1	pgc-20190331.xml	1	
0001564590-19-017603	1300699	ATHENEX, INC.	2834	US	NY	BUFFALO	14203	1001 MAIN STREET	SUITE 600	716-898-8625	US	NY	BUFFALO	14203	1001 MAIN STREET	SUITE 600	US	DE	431985966	KINEX PHARMACEUTICALS, INC.	20131223	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 08:33:00.0	0	1	atnx-20190331.xml	1	
0001564590-19-017609	1407067	FRANKLIN FINANCIAL NETWORK INC.	6022	US	TN	FRANKLIN	37064	722 COLUMBIA AVENUE		615-236-2265	US	TN	Franklin	37064	722 COLUMBIA AVENUE		US	TN	208839445			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 08:54:00.0	0	1	fsb-20190331.xml	1	
0001564590-19-017616	1671584	APTEVO THERAPEUTICS INC.	2834	US	WA	SEATTLE	98121	2401 4TH AVE.	SUITE 1050	206-838-0500	US	WA	SEATTLE	98121	2401 4TH AVE.	SUITE 1050	US	DE	811567056			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 09:01:00.0	0	1	apvo-20190331.xml	1	
0001564590-19-017648	1035354	ELOXX PHARMACEUTICALS, INC.	8731	US	MA	WALTHAM	02451	950 WINTER STREET		(858) 909-0749	US	MA	WALTHAM	02451	950 WINTER STREET		US	DE	841368850	SEVION THERAPEUTICS, INC.	20140930	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 10:14:00.0	0	1	elox-20190331.xml	1	
0001564590-19-017686	1638290	MASTERCRAFT BOAT HOLDINGS, INC.	3730	US	TN	VONORE	37855	100 CHEROKEE COVE DRIVE		(423) 884-2221	US	TN	VONORE	37855	100 CHEROKEE COVE DRIVE		US	DE	061571747	MCBC HOLDINGS, INC.	20150331	2-ACC	0	0630	10-Q	20190331	2019	Q3	20190509	2019-05-09 11:04:00.0	0	1	mcft-20190331.xml	1	
0001564590-19-017696	1468328	ADDUS HOMECARE CORP	8082	US	TX	FRISCO	75034	6801 GAYLORD PARKWAY	SUITE 110	469-535-8200	US	TX	FRISCO	75034	6801 GAYLORD PARKWAY	SUITE 110	US	DE	205340172			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 11:16:00.0	0	1	adus-20190331.xml	1	
0001564590-19-017710	774569	CORTLAND BANCORP INC	6035	US	OH	CORTLAND	44410	194 W MAIN ST		2166378040	US	OH	CORTLAND	44410	194 WEST MAIN STREET		US	OH	341451118			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 11:45:00.0	0	1	cldb-20190331.xml	1	
0001564590-19-017713	1648383	CNL HEALTHCARE PROPERTIES II, INC.	6798	US	FL	ORLANDO	32801	450 SOUTH ORANGE AVENUE		407.650.1000	US	FL	ORLANDO	32801	450 SOUTH ORANGE AVENUE		US	MD	474524619			4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 11:51:00.0	0	1	chpii-20190331.xml	1	
0001564590-19-017724	707886	UNITED COMMUNITY FINANCIAL CORP	6036	US	OH	YOUNGSTOWN	44503-1203	275 WEST FEDERAL STREET		3307420500	US	OH	YOUNGSTOWN	44503-1203	275 WEST FEDERAL STREET		US	OH	341856319			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 12:03:00.0	0	1	ucfc-20190331.xml	1	
0001564590-19-017742	1005210	SUBURBAN PROPANE PARTNERS LP	5900	US	NJ	WIPPANY	07981	P O BOX 206	240 ROUTE 10 WEST	9738875300	US	NJ	WHIPPANY	07981	ONE SUBURBAN PLZ	240 RTE 10 WEST	US	DE	223410353			1-LAF	0	0930	10-Q	20190331	2019	Q2	20190509	2019-05-09 12:28:00.0	0	1	sph-20190330.xml	1	
0001564590-19-017752	1070985	CORECIVIC, INC.	6798	US	TN	NASHVILLE	37215	10 BURTON HILLS BLVD	N/A	6152633000	US	TN	NASHVILLE	37215	10 BURTON HILLS BOULEVARD	N/A	US	MD	621763875	CORRECTIONS CORP OF AMERICA	20001003	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 12:42:00.0	0	1	cxw-10q_20190331_htm.xml	1	
0001564590-19-017793	1364742	BLACKROCK INC.	6211	US	NY	NEW YORK	10055	55 EAST 52ND STREET		212-810-5300	US	NY	NEW YORK	10055	55 EAST 52ND STREET		US	DE	320174431	BLACKROCK, INC.	20060929	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 13:36:00.0	0	1	blk-10q_20190331_htm.xml	1	
0001564590-19-017796	1670349	U.S. WELL SERVICES, INC.	1389	US	TX	HOUSTON	77056	770 SOUTH POST OAK LANE	SUITE 405	(832) 562-3730	US	TX	HOUSTON	77056	770 SOUTH POST OAK LANE	SUITE 405	US	DE	811847117	MATLIN & PARTNERS ACQUISITION CORP	20160422	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 13:39:00.0	0	1	usws-20190331.xml	1	
0001564590-19-017829	1617227	J. ALEXANDER'S HOLDINGS, INC.	5812	US	TN	NASHVILLE	37203	3401 WEST END AVENUE, SUITE 260		615-269-1900	US	TN	NASHVILLE	37203	3401 WEST END AVENUE, SUITE 260		US	TN	471608715			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 14:13:00.0	0	1	jax-20190331.xml	1	
0001564590-19-017847	1470205	COUNTY BANCORP, INC.	6022	US	WI	MANITOWOC	54221-0700	860 NORTH RAPIDS ROAD	P.O. BOX 700	(920) 688-5608	US	WI	MANITOWOC	54221-0700	860 NORTH RAPIDS ROAD	P.O. BOX 700	US	WI	391850431			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 14:34:00.0	0	1	icbk-20190331.xml	1	
0001564590-19-017853	1465872	VANTAGE DRILLING INTERNATIONAL	1381	KY		GRAND CAYMAN	KY1-1104	P.O. BOX 309	UGLAND HOUSE	(281) 404-4700	US	TX	HOUSTON	77056	777 POST OAK BOULEVARD	SUITE 800	KY		000000000	OFFSHORE GROUP INVESTMENT LTD	20090609	4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 14:40:00.0	0	1	vdi-20190331.xml	1	
0001564590-19-017865	1732845	WESTROCK CO	2650	US	GA	ATLANTA	30328	1000 ABERNATHY ROAD NE		678-291-7456	US	GA	ATLANTA	30328	1000 ABERNATHY ROAD NE		US	DE	371880617	WHISKEY HOLDCO, INC.	20180227	1-LAF	0	0930	8-K	20180930			20190509	2019-05-09 14:54:00.0	0	1	wrk-20190509.xml	1	
0001564590-19-017886	16040	CABOT CORP	2890	US	MA	BOSTON	02210	TWO SEAPORT LANE SUITE 1300		6173450100	US	MA	BOSTON	02210	TWO SEAPORT LANE SUITE 1300		US	DE	042271897	CABOT GODFREY L INC	19680418	1-LAF	0	0930	10-Q	20190331	2019	Q2	20190509	2019-05-09 15:12:00.0	0	1	cbt-20190331.xml	1	
0001564590-19-017895	1382230	ESSA BANCORP, INC.	6036	US	PA	STROUDSBURG	18360	200 PALMER STREET		(570) 421-0531	US	PA	STROUDSBURG	18360	200 PALMER STREET		US	PA	000000000			2-ACC	0	0930	10-Q	20190331	2019	Q2	20190509	2019-05-09 15:23:00.0	0	1	essa-20190331.xml	1	
0001564590-19-017936	1550603	MALVERN BANCORP, INC.	6035	US	PA	PAOLI	19301	42 EAST LANCASTER AVENUE		610-644-9400	US	PA	PAOLI	19301	42 EAST LANCASTER AVENUE		US	PA	455307782			2-ACC	0	0930	10-Q	20190331	2019	Q2	20190509	2019-05-09 16:00:00.0	0	1	mlvf-20190331.xml	1	
0001564590-19-017939	1642545	SHOCKWAVE MEDICAL, INC.	3841	US	CA	FREMONT	94539	48501 WARM SPRINGS BLVD.	STE. 108	510-279-4262	US	CA	FREMONT	94539	48501 WARM SPRINGS BLVD.	STE. 108	US	DE	270494101			4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:02:00.0	0	1	swav-20190331.xml	1	
0001564590-19-017940	61004	LGL GROUP INC	3679	US	FL	ORLANDO	32804	2525 SHADER ROAD		(407) 298-2000	US	FL	ORLANDO	32804	2525 SHADER ROAD		US	DE	381799862	LYNCH CORP	19920703	4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:01:00.0	0	1	lgl-20190331.xml	1	
0001564590-19-017941	1701108	SPERO THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02139	675 MASSACHUSETTS AVENUE	14TH FLOOR	857-242-1600	US	MA	CAMBRIDGE	02139	675 MASSACHUSETTS AVENUE	14TH FLOOR	US	DE	000000000	SPERO THERAPEUTICS, LLC	20170316	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:02:00.0	0	1	spro-20190331.xml	1	
0001564590-19-017942	1116942	TTM TECHNOLOGIES INC	3672	US	CA	COSTA MESA	92626	1665 SCENIC AVENUE	SUITE 250	7143273000	US	CA	COSTA MESA	92626	1665 SCENIC AVENUE	SUITE 250	US	DE	911033443			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:02:00.0	0	1	ttmi-20190401.xml	1	
0001564590-19-017947	95552	SUPERIOR INDUSTRIES INTERNATIONAL INC	3714	US	MI	SOUTHFIELD	48033	26600 TELEGRAPH ROAD		248-352-7300	US	MI	SOUTHFIELD	48033	26600 TELEGRAPH ROAD		US	DE	952594729			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:02:00.0	0	1	sup-20190331.xml	1	
0001564590-19-017952	1325879	AVEO PHARMACEUTICALS INC	2834	US	MA	CAMBRIDGE	02142	ONE BROADWAY	14TH FLOOR	617- 531-2130	US	MA	CAMBRIDGE	02142	ONE BROADWAY	14TH FLOOR	US	DE	000000000			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:04:00.0	0	1	aveo-20190331.xml	1	
0001564590-19-017954	1617242	KEARNY FINANCIAL CORP.	6035	US	NJ	FAIRFIELD	07004	120 PASSAIC AVENUE		(973) 244-4500	US	NJ	FAIRFIELD	07004	120 PASSAIC AVENUE				300870244			1-LAF	0	0630	10-Q	20190331	2019	Q3	20190509	2019-05-09 16:05:00.0	0	1	krny-20190331.xml	1	
0001564590-19-017958	1600470	MONTAGE RESOURCES CORP	1311	US	TX	IRVING	75039	122 WEST JOHN CARPENTER FREEWAY	SUITE 300	(469) 444-1647	US	TX	IRVING	75039	122 WEST JOHN CARPENTER FREEWAY	SUITE 300	US	DE	464812998	ECLIPSE RESOURCES CORP	20140219	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:06:00.0	0	1	mr-10q_20190331_htm.xml	1	
0001564590-19-017961	1671933	TRADE DESK, INC.	7370	US	CA	VENTURA	93001	42 N. CHESTNUT STREET		(805) 585-3434	US	CA	VENTURA	93001	42 N. CHESTNUT STREET		US	DE	271887399			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:06:00.0	0	1	ttd-20190331.xml	1	
0001564590-19-017964	820318	II-VI INC	3827	US	PA	SAXONBURG	16056	375 SAXONBURG BLVD		724-352-4455	US	PA	SAXONBURG	16056	375 SAXONBURG BLVD		US	PA	251214948			1-LAF	0	0630	10-Q	20190331	2019	Q3	20190509	2019-05-09 16:07:00.0	0	1	iivi-20190331.xml	1	
0001564590-19-017965	1521847	AMPLIFY ENERGY CORP	1311	US	TX	HOUSTON	77002	500 DALLAS STREET	SUITE 1700	713-588-8369	US	TX	HOUSTON	77002	500 DALLAS STREET	SUITE 1700	US	DE	900726667	MEMORIAL PRODUCTION PARTNERS LP	20110526	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:07:00.0	0	1	ampy-20190331.xml	1	
0001564590-19-017966	1422142	AERPIO PHARMACEUTICALS, INC.	2834	US	OH	CINCINNATI	45242	9987 CARVER ROAD		(513) 985-1920	US	OH	CINCINNATI	45242	9987 CARVER ROAD		US	DE	611547850	ZETA ACQUISITION CORP II	20071227	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:07:00.0	0	1	arpo-20190331.xml	1	
0001564590-19-017967	1666134	BLACKLINE, INC.	7372	US	CA	WOODLAND HILLS	91367	21300 VICTORY BOULEVARD	12TH FLOOR	818-223-9008	US	CA	WOODLAND HILLS	91367	21300 VICTORY BOULEVARD	12TH FLOOR	US	DE	463354276			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:07:00.0	0	1	bl-20190331.xml	1	
0001564590-19-017968	1501989	CYTOMX THERAPEUTICS, INC.	2834	US	CA	SOUTH SAN FRANCISCO	94080	151 OYSTER POINT BLVD.	SUITE 400	650.515.3185	US	CA	SOUTH SAN FRANCISCO	94080	151 OYSTER POINT BLVD.	SUITE 400			273521219			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:07:00.0	0	1	ctmx-20190331.xml	1	
0001564590-19-017969	1517022	AKEBIA THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02142	245 FIRST STREET		617-871-2098	US	MA	CAMBRIDGE	02142	245 FIRST STREET		US	DE	208756903			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:07:00.0	0	1	akba-20190331.xml	1	
0001564590-19-017973	1693415	TRANSLATE BIO, INC.	2836	US	MA	LEXINGTON	02421	29 HARTWELL AVENUE		617-945-7361	US	MA	LEXINGTON	02421	29 HARTWELL AVENUE		US	DE	611807780	RANA THERAPEUTICS, INC.	20161228	4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:07:00.0	0	1	tbio-20190331.xml	1	
0001564590-19-017982	1169245	PHASEBIO PHARMACEUTICALS INC	2834	US	PA	MALVERN	19355	1 GREAT VALLEY PARKWAY	SUITE 30	(610) 981-6500	US	PA	MALVERN	19355	1 GREAT VALLEY PARKWAY	SUITE 30	US	DE	030375697	PHASE BIOSCIENCES INC	20061013	4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:11:00.0	0	1	phas-20190331.xml	1	
0001564590-19-017983	1160308	SAVARA INC	2834	US	TX	AUSTIN	78746	900 S. CAPITAL OF TEXAS HIGHWAY	SUITE 150	512-614-1848	US	TX	AUSTIN	78746	900 S. CAPITAL OF TEXAS HIGHWAY	SUITE 150	US	DE	841318182	MAST THERAPEUTICS, INC.	20130312	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:12:00.0	0	1	svra-20190331.xml	1	
0001564590-19-017984	1615165	VERITONE, INC.	7374	US	CA	COSTA MESA	92626	575 ANTON BOULEVARD		888-507-1737	US	CA	COSTA MESA	92626	575 ANTON BOULEVARD		US	DE	471161641			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:12:00.0	0	1	veri-20190331.xml	1	
0001564590-19-017985	1029142	DYNAVAX TECHNOLOGIES CORP	2834	US	CA	BERKELEY	94710	2929 SEVENTH STREET	SUITE 100	5108485100	US	CA	BERKELEY	94710	2929 SEVENTH STREET	SUITE 100	US	DE	330728374			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:12:00.0	0	1	dvax-10q_20190331_htm.xml	1	
0001564590-19-017986	855612	ZIX CORP	7374	US	TX	DALLAS	75204-2960	2711 NORTH HASKELL AVENUE	SUITE 2300, LB 36	214-370-2000	US	TX	DALLAS	75204-2960	2711 NORTH HASKELL AVENUE	SUITE 2300, LB 36	US	TX	752216818	ZIXIT CORP	19991013	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:12:00.0	0	1	zixi-20190331.xml	1	
0001564590-19-017992	23194	COMSTOCK RESOURCES INC	1311	US	TX	FRISCO	75034	5300 TOWN AND COUNTRY BLVD	STE 500	9726688800	US	TX	FRISCO	75034	5300 TOWN AND COUNTRY BLVD	STE 500	US	NV	941667468	COMSTOCK TUNNEL & DRAINAGE CO	19880121	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:14:00.0	0	1	crk-20190331.xml	1	
0001564590-19-017995	1607716	VIVINT SOLAR, INC.	3433	US	UT	LEHI	84043	1800 WEST ASHTON BLVD.		(877) 404-4129	US	UT	LEHI	84043	1800 WEST ASHTON BLVD.				455605880			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:15:00.0	0	1	vslr-20190331.xml	1	
0001564590-19-017998	31235	EASTMAN KODAK CO	3861	US	NY	ROCHESTER	14650-0910	343 STATE ST		7167244000	US	NY	ROCHESTER	14650	343 STATE STREET		US	NJ	160417150			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:16:00.0	0	1	kodk-20190331.xml	1	
0001564590-19-018002	72162	NL INDUSTRIES INC	2810	US	TX	DALLAS	75240-2697	5430 LBJ FREEWAY	SUITE 1700	972-233-1700	US	TX	DALLAS	75240-2697	5430 LBJ FREEWAY	SUITE 1700	US	NJ	135267260	NATIONAL LEAD CO	19710520	4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:17:00.0	0	1	nl-20190331.xml	1	
0001564590-19-018003	1675149	ALCOA CORP	3334	US	PA	PITTSBURGH	15212	201 ISABELLA STREET	SUITE 500	412-315-2900	US	PA	PITTSBURGH	15212	201 ISABELLA STREET	SUITE 500	US	DE	811789115	ALCOA UPSTREAM CORP	20160520	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:17:00.0	0	1	aa-20190331.xml	1	
0001564590-19-018004	1343304	AVEDRO INC	2834	US	MA	WALTHAM	02451	201 JONES ROAD		781 768 3400	US	MA	WALTHAM	02451	201 JONES ROAD		US	DE	000000000			4-NON	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:17:00.0	0	1	avdr-20190331.xml	1	
0001564590-19-018005	1494259	CARGURUS, INC.	7374	US	MA	CAMBRIDGE	02141	2 CANAL PARK	4TH FLOOR	617 354 0068	US	MA	CAMBRIDGE	02141	2 CANAL PARK	4TH FLOOR	US	DE	043843478	CARGURUS LLC	20100615	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:17:00.0	0	1	carg-20190331.xml	1	
0001564590-19-018006	59255	VALHI INC /DE/	2810	US	TX	DALLAS	75240	5430 LBJ FRWY	STE 1700	9722331700	US	TX	DALLAS	75240	THREE LINCOLN CENTER	5430 LBJ FREEWAY SUITE 1700	US	DE	870110150	LLC CORP	19870329	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:17:00.0	0	1	vhi-20190331.xml	1	
0001564590-19-018007	1512762	COHERUS BIOSCIENCES, INC.	2836	US	CA	REDWOOD CITY	94065	C/O DENNIS M. LANFEAR	333 TWIN DOLPHIN DR, SUITE 600	(650) 649-3530	US	CA	REDWOOD CITY	94065	C/O DENNIS M. LANFEAR	333 TWIN DOLPHIN DR, SUITE 600	US	DE	273615821	BIOGENERICS, INC.	20110210	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:17:00.0	0	1	chrs-20190331.xml	1	
0001564590-19-018009	1305253	EIGER BIOPHARMACEUTICALS, INC.	2836	US	CA	PALO ALTO	94306	2155 PARK BOULEVARD		650-279-9845	US	CA	PALO ALTO	94306	2155 PARK BOULEVARD				361004130	CELLADON CORP	20041005	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:17:00.0	0	1	eigr-20190331.xml	1	
0001564590-19-018010	1116463	ORASURE TECHNOLOGIES INC	3841	US	PA	BETHLEHEM	18015	150 WEBSTER ST		5036416115	US	PA	BETHLEHEM	18015	150 WEBSTER ST		US	DE	364370966			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:18:00.0	0	1	osur-20190331.xml	1	
0001564590-19-018015	1080709	ARENA PHARMACEUTICALS INC	2834	US	CA	SAN DIEGO	92121	6154 NANCY RIDGE DRIVE		858-453-7200	US	CA	SAN DIEGO	92121	6154 NANCY RIDGE DRIVE		US	DE	232908305			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:20:00.0	0	1	arna-20190331.xml	1	
0001564590-19-018021	1610853	HELIUS MEDICAL TECHNOLOGIES, INC.	3845	US	PA	NEWTOWN	18940	642 NEWTOWN YARDLEY ROAD		215-944-6104	US	PA	NEWTOWN	18940	642 NEWTOWN YARDLEY ROAD				364787690	HELIUS MEDICAL TECHNOLOGIES, INC	20180517	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:22:00.0	0	1	hsdt-20190331.xml	1	
0001564590-19-018022	921299	FIBROGEN INC	2834	US	CA	SAN FRANCISCO	94158	409 ILLINOIS STREET		415-978-1200	US	CA	SAN FRANCISCO	94158	409 ILLINOIS STREET		US	DE	000000000			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:22:00.0	0	1	fgen-20190331.xml	1	
0001564590-19-018023	887226	PERCEPTRON INC/MI	3827	US	MI	PLYMOUTH	48170-2461	47827 HALYARD DRIVE		3134144816	US	MI	PLYMOUTH	48170-2461	47827 HALYARD DRIVE		US	MI	382381442			2-ACC	0	0630	10-Q	20190331	2019	Q3	20190509	2019-05-09 16:22:00.0	0	1	prcp-10q_20190331_htm.xml	1	
0001564590-19-018037	711772	CAMBRIDGE BANCORP	6022	US	MA	CAMBRIDGE	02138	1336 MASSACHUSETTS AVENUE		617-876-5500	US	MA	CAMBRIDGE	02138	1336 MASSACHUSETTS AVENUE				042777442			2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:28:00.0	0	1	catc-20190331.xml	1	
0001564590-19-018040	1351636	SHOTSPOTTER, INC	7372	US	CA	NEWARK	94560	7979 GATEWAY BLVD., STE. 210		(510) 794-3100	US	CA	NEWARK	94560	7979 GATEWAY BLVD., STE. 210				470949915	SHOTSPOTTER INC	20110517	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:30:00.0	0	1	ssti-20190331.xml	1	
0001564590-19-018044	1308208	UNIVERSAL LOGISTICS HOLDINGS, INC.	4213	US	MI	WARREN	48089	12755 EAST NINE MILE ROAD		(586) 920-0100	US	MI	WARREN	48089	12755 EAST NINE MILE ROAD		US	MI	383640097	UNIVERSAL TRUCKLOAD SERVICES, INC.	20041109	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:32:00.0	0	1	ulh-20190330.xml	1	
0001564590-19-018046	1175505	FIVE PRIME THERAPEUTICS INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	111 OYSTER POINT BOULEVARD		415-365-5600	US	CA	SOUTH SAN FRANCISCO	94080	111 OYSTER POINT BOULEVARD		US	DE	260038620			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:31:00.0	0	1	fprx-20190331.xml	1	
0001564590-19-018048	1138723	ACCURAY INC	3841	US	CA	SUNNYVALE	94089	1310 CHESAPEAKE TERRACE		4087164600	US	CA	SUNNYVALE	94089	1310 CHESAPEAKE TERRACE		US	DE	770268932			2-ACC	0	0630	10-Q	20190331	2019	Q3	20190509	2019-05-09 16:32:00.0	0	1	aray-20190331.xml	1	
0001564590-19-018049	1527599	SYNLOGIC, INC.	2834	US	MA	CAMBRIDGE	02142	301 BINNEY STREET	SUITE 402	617-401-9975	US	MA	CAMBRIDGE	02142	301 BINNEY STREET	SUITE 402	US	DE	261824804	MIRNA THERAPEUTICS, INC.	20110809	2-ACC	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:32:00.0	0	1	sybx-20190331.xml	1	
0001564590-19-018056	1552451	MYOKARDIA INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	333 ALLERTON AVENUE		650-741-0900	US	CA	SOUTH SAN FRANCISCO	94080	333 ALLERTON AVENUE		US	DE	455500552			1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:38:00.0	0	1	myok-20190331.xml	1	
0001564590-19-018057	1737204	RIVIERA RESOURCES, INC.	1311	US	TX	HOUSTON	77002	600 TRAVIS	SUITE 1400	281-840-4000	US	TX	HOUSTON	77002	600 TRAVIS	SUITE 1400	US	DE	000000000	RIVIERA RESOURCES, LLC	20180411	1-LAF	0	1231	10-Q	20190331	2019	Q1	20190509	2019-05-09 16:39:00.0	0	1	rvra-20190331.xml	1	
