adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001683168-19-002545	1304409	ATHENA SILVER CORP	2082	US	CA	VACAVILLE	95687	2010A HARBISON DRIVE # 312		707-884-3766	US	CA	VACAVILLE	95687	2010A HARBISON DRIVE # 312				900775276	ATHENA SILVER CORP	20100308	4-NON	0	1231	10-Q	20190630	2019	Q2	20190812	2019-08-12 16:56:00.0	0	1	ahnr-20190630.xml	1	
0001683168-19-002547	1533040	PHIO PHARMACEUTICALS CORP.	2834	US	MA	MARLBOROUGH	01752	257 SIMARANO DRIVE	SUITE 101	(508) 767-3861	US	MA	MARLBOROUGH	01752	257 SIMARANO DRIVE	SUITE 101	US	DE	000000000	RXI PHARMACEUTICALS CORP	20111019	4-NON	0	1231	10-Q	20190630	2019	Q2	20190812	2019-08-12 17:01:00.0	0	1	phio-20190630.xml	1	
0001683168-19-002549	1084267	MOBIQUITY TECHNOLOGIES, INC.	7310	US	NY	SHOREHAM	11786	35 TORRINGTON LANE		516-256-7766	US	NY	SHOREHAM	11786	35 TORRINGTON LANE		US	NY	113427886	ACE MARKETING & PROMOTIONS INC	19990414	4-NON	0	1231	10-Q	20190630	2019	Q2	20190812	2019-08-12 17:07:00.0	0	1	mobq-20190630.xml	1	
0001683168-19-002552	866439	DARKPULSE, INC.	7372	US	NY	NEW YORK	10118	350 5TH AVENUE 59TH FLOOR		800-436-1436	US	NY	NEW YORK	10118	350 5TH AVENUE 59TH FLOOR				870472109	KLEVER MARKETING INC	19970605	4-NON	0	1231	10-Q	20190630	2019	Q2	20190812	2019-08-12 17:28:00.0	0	1	dpls-20190630.xml	1	
0001731122-19-000466	1690384	BIOCRUDE TECHNOLOGIES USA, INC.	4953	CA	QC	MONTREAL	H3B 3G5	1255 PHILLIPS SQUARE, SUITE 605		514-962-0070	CA	QC	MONTREAL	H3B 3G5	1255 PHILLIPS SQUARE, SUITE 605		US	NV	812924160			4-NON	0	1231	10-Q	20190630	2019	Q2	20190812	2019-08-12 17:01:00.0	0	1	cik1690384-20190630.xml	1	
0001734342-19-000019	1734342	AMERANT BANCORP INC.	6021	US	FL	CORAL GABLES	33134	220 ALHAMBRA CIRCLE		(305)460-4038	US	FL	CORAL GABLES	33134	220 ALHAMBRA CIRCLE		US	FL	650032379	MERCANTIL BANK HOLDING CORP	20180312	4-NON	0	1231	10-Q	20190630	2019	Q2	20190812	2019-08-12 17:30:00.0	0	1	mbhc-20190630.xml	1	
0001739942-19-000039	1739942	SOLARWINDS CORP	7372	US	TX	AUSTIN	78735	7171 SOUTHWEST PKWY., BLDG. 400		5126829300	US	TX	AUSTIN	78735	7171 SOUTHWEST PKWY., BLDG. 400		US	DE	810753267	SOLARWINDS PARENT, INC.	20180508	4-NON	0	1231	10-Q	20190630	2019	Q2	20190812	2019-08-12 16:55:00.0	0	1	swi-201963010xq_htm.xml	1	
0001747079-19-000067	1747079	TWIN RIVER WORLDWIDE HOLDINGS, INC.	7011	US	RI	LINCOLN	02865	100 TWIN RIVER ROAD		(401) 475-8474	US	RI	LINCOLN	02865	100 TWIN RIVER ROAD		US	DE	200904604			4-NON	0	1231	10-Q	20190630	2019	Q2	20190812	2019-08-12 16:01:00.0	0	1	trwh-2019630x10q_htm.xml	1	
0000010048-19-000017	10048	BARNWELL INDUSTRIES INC	1311	US	HI	HONOLULU	96813	1100 ALAKEA ST.	SUITE 2900	808-531-8400	US	HI	HONOLULU	96813	1100 ALAKEA ST.	SUITE 2900	US	DE	720496921	BMA CORP/TN	19770324	5-SML	0	0930	10-Q	20190630	2019	Q3	20190813	2019-08-13 14:37:00.0	0	1	brn-20190630.xml	1	
0000018230-19-000230	18230	CATERPILLAR INC	3531	US	IL	DEERFIELD	60015	510 LAKE COOK ROAD	SUITE 100	2245514000	US	IL	DEERFIELD	60015	510 LAKE COOK ROAD	SUITE 100	US	DE	370602744	CATERPILLAR TRACTOR CO	19860623	1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 09:01:00.0	0	0	form8-kjuly2019monthly_htm.xml	1	
0000055242-19-000019	55242	KENNAMETAL INC	3541	US	PA	PITTSBURGH	15219	600 GRANT STREET	SUITE 5100	4122488000	US	PA	PITTSBURGH	15219	600 GRANT STREET	SUITE 5100	US	PA	250900168			1-LAF	1	0630	10-K	20190630	2019	FY	20190813	2019-08-13 14:59:00.0	0	1	kmt-20190630.xml	1	
0000073756-19-000049	73756	OCEANEERING INTERNATIONAL INC	1389	US	TX	HOUSTON	77041	11911 FM 529		713-329-4500	US	TX	HOUSTON	77041	11911 FM 529		US	DE	952628227			1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 17:02:00.0	0	0	a8-kheikkinenenergyaug_htm.xml	1	
0000091767-19-000062	91767	SONOCO PRODUCTS CO	2650	US	SC	HARTSVILLE	29551-0160	ONE NORTH SECOND ST	P O BOX 160	8433837000	US	SC	HARTSVILLE	29550	ONE N. SECOND STREET		US	SC	570248420			1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 10:09:00.0	1	0	son-20190809_htm.xml	1	
0000095953-19-000089	95953	SYNALLOY CORP	3317	US	VA	RICHMOND	23060	4510 COX ROAD	SUITE 201	864-585-3605	US	VA	RICHMOND	23060	4510 COX ROAD	SUITE 201	US	DE	570426694	BLACKMAN UHLER INDUSTRIES INC	19710510	2-ACC	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 13:16:00.0	0	1	synl-20190630.xml	1	
0000315849-19-000028	315849	SOUTHWEST GEORGIA FINANCIAL CORP	6022	US	GA	MOULTRIE	31768	201 FIRST ST SE	P O BOX 3488	2299851120	US	GA	MOULTRIE	31768	201 FIRST STREET SE		US	GA	581392259			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 14:53:00.0	0	1	sgb-20190630.xml	1	
0000355429-19-000022	355429	PROTECTIVE LIFE CORP	6311	US	AL	BIRMINGHAM	35223	2801 HGWY 280 S		2052683596	US	AL	BIRMINGHAM	35202	PO BOX 2606		US	DE	952492236			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:31:00.0	0	1	pl-20190630.xml	1	
0000707388-19-000052	707388	DIGIRAD CORP	3845	US	GA	SUWANEE	30024	1048 INDUSTRIAL COURT		(858) 726-1600	US	CA	POWAY	92064	13100 GREGG STREET	SUITE A	US	DE	330145723			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:25:00.0	0	1	digirad-20190630.xml	1	
0000717423-19-000070	717423	MURPHY OIL CORP	1311	US	AR	EL DORADO	71731-7000	300 PEACH STREET	PO BOX 7000	8708626411	US	AR	EL DORADO	71731-7000	300 PEACH STREET	PO BOX 7000	US	DE	710361522	MURPHY OIL CORP /DE	19920703	1-LAF	0	1231	8-K/A	20190731			20190813	2019-08-13 06:15:00.0	1	0	a8-kaxllog_htm.xml	1	
0000777917-19-000057	777917	PRUCO LIFE INSURANCE CO	6311	US	NJ	NEWARK	07102	213 WASHINGTON ST	111 DURHAM AVENUE	2018026000	US	NJ	NEWARK	07102	213 WASHINGTON STREET		US	AZ	221944557			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:15:00.0	0	1	prucoform10q-2q2019_htm.xml	1	
0000779544-19-000014	779544	ARK RESTAURANTS CORP	5812	US	NY	NEW YORK	10003-3019	85 FIFTH AVENUE		2122068800	US	NY	NEW YORK	10003-3019	85 FIFTH AVENUE		US	NY	133156768			4-NON	0	0930	10-Q	20190630	2019	Q3	20190813	2019-08-13 16:20:00.0	0	1	arkr-20190629.xml	1	
0000825313-19-000049	825313	ALLIANCEBERNSTEIN HOLDING L.P.	6282	US	NY	NEW YORK	10105	1345 AVE OF THE AMERICAS		2129691000	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS		US	DE	133434400	ALLIANCE CAPITAL MANAGEMENT HOLDING LP	19991101	1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 16:01:00.0	0	0	abh081219aum_htm.xml	1	
0000828944-19-000053	828944	WSFS FINANCIAL CORP	6021	US	DE	WILMINGTON	19801	500 DELAWARE AVENUE		3027926000	US	DE	WILMINGTON	19801	500 DELAWARE AVENUE		US	DE	222866913	STAR STATES CORP	19920703	1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 09:30:00.0	0	0	a8-kitem801_htm.xml	1	
0000846913-19-000065	846913	FUEL TECH, INC.	3564	US	IL	WARRENVILLE	60555	27601 BELLA VISTA PARKWAY		6308454433	US	IL	WARRENVILLE	60555	27601 BELLA VISTA PARKWAY		US	DE	205657551	FUEL TECH N V	19930510	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:35:00.0	0	1	ftek-20190630.xml	1	
0000865058-19-000034	865058	NATIONAL SECURITY GROUP INC	6311	US	AL	ELBA	36323	661 E DAVIS ST		2058972273							US	DE	631020300			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:06:00.0	0	1	nsec-20190630.xml	1	
0000879555-19-000004	879555	BOSTON CAPITAL TAX CREDIT FUND III L P	6513	US	MA	BOSTON	02108-4406	ONE BOSTON PLACE, SUITE 2100	C/O BOSTON CAPITAL PARTNERS INC	617-624-8900	US	MA	BOSTON	02108-4406	ONE BOSTON PLACE	SUITE 2100	US	DE	521749505			4-NON	0	0331	10-Q	20190630	2020	Q1	20190813	2019-08-13 08:40:00.0	0	1	bctciii-20190630.xml	1	
0000881453-19-000035	881453	PRUDENTIAL ANNUITIES LIFE ASSURANCE CORP/CT	6399	US	CT	SHELTON	06484	ONE CORPORATE DRIVE		2039261888	US	CT	SHELTON	06484	ONE CORPORATE DRIVE		US	CT	061241288	AMERICAN SKANDIA LIFE ASSURANCE CORP/CT	19920929	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:25:00.0	0	1	palacform10q-2q2019_htm.xml	1	
0000888471-19-000006	888471	NESTOR PARTNERS	6221	US	CT	GREENWICH	06830	MILLBURN RIDGEFIELD	441 W PUTNAM AVE	2036257554	US	CT	GREENWICH	06830	MILLBURN RIDGEFIELD	411 W PUTNAM AVE	US	NJ	222149317			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 17:24:00.0	0	1	c471-20190630.xml	1	
0000891092-19-008403	1376231	VPR BRANDS, LP.	7372							305-537-6607	US	CA	SAN JOSE	95136	787 ADELINE AVE.				900191208	SOLEIL CAPITAL L.P.	20100401	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:07:00.0	0	1	vprb-20190630.xml	1	
0000892626-19-000091	1230058	KAANAPALI LAND LLC	6552	US	IL	CHICAGO	60611	C/O JMB REALTY CORP	900 NORTH MICHIGAN AVE	312-915-1987	US	IL	CHICAGO	60611	900 NORTH MICHIGAN AVE				010731997			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 12:42:00.0	0	1	kanp-20190630.xml	1	
0000912061-19-000065	912061	NATURAL HEALTH TRENDS CORP	5190	HK		HONG KONG	00000	UNITS 1205-07, 12F, MIRA PLACE TOWER A	132 NATHAN ROAD, TSIMSHATSUI, KOWLOON	852-3107-0800	HK		HONG KONG	00000	UNITS 1205-07, 12F, MIRA PLACE TOWER A	132 NATHAN ROAD, TSIMSHATSUI, KOWLOON	US	DE	592705336			2-ACC	0	1231	8-K	20190731			20190813	2019-08-13 12:10:00.0	0	0	nhtc20190813_8k_htm.xml	1	
0000913778-19-000005	913778	BOSTON CAPITAL TAX CREDIT FUND IV LP	6513	US	MA	BOSTON	02108	ONE BOSTON PLACE	STE 2100	6176248900	US	MA	BOSTON	02108-4406	ONE BOSTON PLACE	STE 2100	US	DE	043208648			4-NON	0	0331	10-Q	20190630	2020	Q1	20190813	2019-08-13 08:52:00.0	0	1	bctciv-20190630.xml	1	
0000914025-19-000047	914025	PLANTRONICS INC /CA/	3661	US	CA	SANTA CRUZ	95061-1802	345 ENCINAL ST		8314587828	US	CA	SANTA CRUZ	95061-1802	345 ENCINAL STREET	PO BOX 1802	US	DE	770207692	PI PARENT CORP	19931025	1-LAF	0	0331	10-Q/A	20190630	2020	Q1	20190813	2019-08-13 16:58:00.0	0	1	q12010-qa_htm.xml	1	
0000914208-19-000362	914208	INVESCO LTD.	6282	US	GA	ATLANTA	30309	1555 PEACHTREE STREET NE	SUITE 1800	404-892-0896	US	GA	ATLANTA	30309	1555 PEACHTREE STREET NE	SUITE 1800	BM		980557567	INVESCO LTD	20080508	1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 08:28:00.0	1	0	a8k0719coverpageaumrel_htm.xml	1	
0000920371-19-000093	920371	SIMPSON MANUFACTURING CO., INC.	3420	US	CA	PLEASANTON	94588	5956 W LAS POSITAS BLVD		9255609000	US	CA	PLEASANTON	94588	5956 W LAS POSITAS BLVD		US	DE	943196943	SIMPSON MANUFACTURING CO INC /CA/	19940315	1-LAF	0	1231	8-K	20190731			20190813	2019-08-12 19:22:00.0	1	0	form8-kitem701regfddis_htm.xml	1	
0000929545-19-000040	929545	CONDOR HOSPITALITY TRUST, INC.	6798	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 220	4023712520	US	MD	BETHESDA	20814	4800 MONTGOMERY LANE	SUITE 220	US	MD	521889548	SUPERTEL HOSPITALITY INC	20050601	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-12 17:43:00.0	0	1	cdor-20190630.xml	1	
0000939057-19-000316	1734875	MID-SOUTHERN BANCORP, INC.	6035	US	IN	SALEM	47167	300 N. WATER STREET		(812)883-2639	US	IN	SALEM	47167	300 N. WATER STREET				824821705			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 13:07:00.0	0	1	msvb-20190630.xml	1	
0000939057-19-000318	818677	SECURITY FEDERAL CORP	6022	US	SC	AIKEN	29801	238 RICHLAND AVENUE NW		8036413000	US	SC	AIKEN	29801	238 RICHLAND AVENUE NW		US	SC	570858504	SECURITY FEDERAL CORPORATION	19920703	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 14:07:00.0	0	1	sfdl-20190630.xml	1	
0000950157-19-000885	1004980	PG&E CORP	4931	US	CA	SAN FRANCISCO	94177	77 BEALE STREET	P.O. BOX 770000	4159731000	US	CA	SAN FRANCISCO	94177	77 BEALE STREET	P.O. BOX 770000	US	CA	943234914	PG&E CORP	19961219	1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 08:42:00.0	1	0	form8-k_htm.xml	2	75488
0000950159-19-000118	945989	ASTEA INTERNATIONAL INC	7372	US	PA	HORSHAM	19044	240 GIBRALTAR ROAD	SUITE 300	2156822500	US	PA	HORSHAM	19044	240 GIBRALTAR ROAD	SUITE 300	US	DE	232119058			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:03:00.0	0	1	atea-20190630.xml	1	
0001003815-19-000007	1003815	BCTC IV ASSIGNOR CORP	6513	US	MA	BOSTON	02210-1232	ONE BOTON PLACE		6176248999	US	MA	BOSTON	02108	ONE BOSTON PLACE		US	DE	043253838			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 09:21:00.0	0	1	bctciv-20190630.xml	1	
0001005276-19-000012	1005276	MOHEGAN TRIBAL GAMING AUTHORITY	7011	US	CT	UNCASVILLE	06382	ONE MOHEGAN SUN BOULEVARD		860-862-8000									061436334			4-NON	0	0930	10-Q	20190630	2019	Q3	20190813	2019-08-13 17:21:00.0	0	1	mtga-20190630.xml	1	
0001010549-19-000181	105744	NEW CONCEPT ENERGY, INC.	1311	US	TX	DALLAS	75234	1603  LBJ  FREEWAY	SUITE 300	9724078400	US	TX	DALLAS	75234	1603  LBJ  FREEWAY	SUITE 300	US	NV	752399477	CABELTEL INTERNATIONAL CORP	20050211	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:13:00.0	0	0	gbr-20190630.xml	1	
0001010549-19-000184	726516	FIRST EQUITY PROPERTIES INC	6798	US	TX	DALLAS	75234	1800 VALLEY VIEW LANE	SUITE 300	2147505800	US	TX	DALLAS	75234	1800 VALLEY VIEW LANE	SUITE 300	US	NV	956799846	WESPAC INVESTORS TRUST III	19970123	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:22:00.0	0	1	fepi-20190630.xml	1	
0001029744-19-000102	1029744	SONIC FOUNDRY INC	3663	US	WI	MADISON	53703	222 W. WASHINGTON AVENUE		6084431600	US	WI	MADISON	53703	222 W. WASHINGTON AVENUE		US	MD	391783372			4-NON	0	0930	10-Q	20190630	2019	Q3	20190813	2019-08-13 16:05:00.0	0	1	sofo-20190630.xml	1	
0001038509-19-000020	1038509	PRUCO LIFE INSURANCE OF NEW JERSEY	6311	US	NJ	NEWARK	07102	213 WASHINGTON ST		9738022859	US	NJ	NEWARK	07102	213 WASHINGTON ST		US	NJ	222426091			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:20:00.0	0	1	plnjform10q-2q2019_htm.xml	1	
0001041061-19-000035	1041061	YUM BRANDS INC	5812	US	KY	LOUISVILLE	40213	1441 GARDINER LANE		5028748300	US	KY	LOUISVILLE	40213	1900 COLONEL SANDERS LANE		US	NC	133951308	TRICON GLOBAL RESTAURANTS INC	19970627	1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 16:43:00.0	1	0	form8-k8132019_htm.xml	1	
0001065949-19-000119	743758	CLOUDCOMMERCE, INC.	5900	US	TX	SAN ANTONIO	78215	321 SIXTH STREET		805-964-3313	US	TX	SAN ANTONIO	78215	321 SIXTH STREET		US	NV	300050402	WARP 9, INC.	20061114	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 14:43:00.0	0	1	clwd-20190331.xml	1	
0001078782-19-000647	1527702	IQSTEL INC	4813	US	FL	CORAL GABLES	33134	300 ARAGON AVENUE, SUITE 375		(954) 951-8191	US	FL	CORAL GABLES	33134	300 ARAGON AVENUE, SUITE 375		US	NV	452808620	PURESNAX INTERNATIONAL, INC.	20151124	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 10:33:00.0	0	1	iqst-20190630.xml	1	
0001078782-19-000655	1599117	MENTOR CAPITAL, INC.	6799	US	CA	RAMONA	92065	PO BOX 1709		(760) 788-4700	US	CA	RAMONA	92065	PO BOX 1709		US	DE	770395098			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 15:22:00.0	0	1	mntr-20190630.xml	1	
0001083522-19-000019	1083522	JONES SODA CO	2080	US	WA	SEATTLE	98134	66 S HANFORD ST	SUITE 150	206 624-3357	US	WA	SEATTLE	98134	66 S HANFORD ST	SUITE 150	US	WA	911696175	URBAN JUICE & SODA CO LTD /WY/	19990407	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 14:42:00.0	0	1	jsda-20190630.xml	1	
0001089819-19-000024	1089819	CLECO CORPORATE HOLDINGS LLC	4911	US	LA	PINEVILLE	71360-5226	2030 DONAHUE FERRY ROAD		3184847400	US	LA	PINEVILLE	71361-5000	PO BOX 5000		US	LA	721445282	CLECO CORP	19990708	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:05:00.0	0	1	cnl-20190630.xml	2	18672
0001090727-19-000048	1090727	UNITED PARCEL SERVICE INC	4210	US	GA	ATLANTA	30328	55 GLENLAKE PARKWAY NE		4048286000	US	GA	ATLANTA	30328	55 GLENLAKE PARKWAY NE		US	DE	582480149			1-LAF	0	1231	8-K	20190731			20190813	2019-08-12 18:05:00.0	0	0	form8kaugust122019_htm.xml	1	
0001096906-19-000283	1533357	DEFENSE TECHNOLOGIES INTERNATIONAL CORP.	1040	US	CA	DEL MAR	92014	2683 VIA DE LA VALLE	STE G418	800-520-9485	US	CA	DEL MAR	92014	2683 VIA DE LA VALLE	STE G418	US	DE	000000000	CANYON GOLD CORP.	20111024	4-NON	0	0430	10-K	20190430	2019	FY	20190813	2019-08-13 16:10:00.0	0	1	dtii-20190430.xml	1	
0001104659-19-045420	1408443	MILESTONE PHARMACEUTICALS INC.	2834	CA	QC	MONTREAL	H4M 2X6	1111 DR. FREDERIK-PHILIPS BLVD	SUITE 420	(514) 336-0444	CA	QC	MONTREAL	H4M 2X6	1111 DR. FREDERIK-PHILIPS BLVD	SUITE 420	CA	QC	000000000			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 07:13:00.0	0	1	mist-20190630.xml	1	
0001104659-19-045587	1763731	REPLAY ACQUISITION CORP.	6770	US	NY	NEW YORK	10153	767 FIFTH AVENUE	46TH FLOOR	(212) 891-2700	US	NY	NEW YORK	10153	767 FIFTH AVENUE	46TH FLOOR	KY		000000000			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:22:00.0	0	1	rpla-20190630.xml	1	
0001140361-19-014926	8177	ATLANTIC AMERICAN CORP	6311	US	GA	ATLANTA	30319	4370 PEACHTREE RD NE		4042665500	US	GA	ATLANTA	30319	4370 PEACHTREE ROAD		US	GA	581027114			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 15:27:00.0	0	1	aame-20190630.xml	1	
0001140361-19-014934	1731536	TRINITY MERGER CORP.	6770	US	HI	HONOLULU	96813	55 MERCHANT STREET	SUITE 1500	(808) 529-0909	US	HI	HONOLULU	96813	55 MERCHANT STREET	SUITE 1500	US	DE	824173386			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:07:00.0	0	1	tmcx-20190630.xml	1	
0001140361-19-014935	1676667	CAROLINA TRUST BANCSHARES, INC.	6022	US	NC	LINCOLNTON	28092	901 EAST MAIN STREET		740-735-1104	US	NC	LINCOLNTON	28092	901 EAST MAIN STREET		US	NC	812019652			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:09:00.0	0	1	cart-20190630.xml	1	
0001140361-19-014940	1669162	KINSALE CAPITAL GROUP, INC.	6331	US	VA	RICHMOND	23230	2221 EDWARD HOLLAND DRIVE, SUITE 600		(804) 289-1300	US	VA	RICHMOND	23230	2221 EDWARD HOLLAND DRIVE, SUITE 600		US	DE	000000000			1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 16:17:00.0	0	0	form8k_htm.xml	1	
0001140361-19-014946	1063537	RICEBRAN TECHNOLOGIES	2040	US	TX	THE WOODLANDS	77380	1330 LAKE ROBBINS DRIVE, SUITE 250		2816752421	US	TX	THE WOODLANDS	77380	1330 LAKE ROBBINS DRIVE, SUITE 250		US	CA	870673375	NUTRACEA	20030930	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:27:00.0	0	1	ribt-20190630.xml	1	
0001140361-19-014953	1746129	BANK7 CORP.	6022	US	OK	OKLAHOMA CITY	73116	1039 NW 63RD STREET		405-810-8600	US	OK	OKLAHOMA CITY	73116	1039 NW 63RD STREET		US	OK	200764349			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:41:00.0	0	1	bsvn-20190630.xml	1	
0001140361-19-014959	1001614	TENGASCO INC	1311	US	CO	GREENWOOD VILLAGE	80111	8000 E. MAPLEWOOD AVENUE	SUITE 130	720-420-4460	US	CO	GREENWOOD VILLAGE	80111	8000 E. MAPLEWOOD AVENUE	SUITE 130	US	DE	870267438			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:47:00.0	0	1	tgc-20190630.xml	1	
0001140361-19-014960	1749723	NEW FORTRESS ENERGY LLC	4924	US	NY	NEW YORK	10011	111 W. 19TH STREET	8TH FLOOR	(516) 268-7400	US	NY	NEW YORK	10011	111 W. 19TH STREET	8TH FLOOR	US	DE	831482060	NFE FINANCIAL HOLDINGS LLC	20180808	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 16:50:00.0	0	1	nfe-20190630.xml	1	
0001140361-19-014971	797468	OCCIDENTAL PETROLEUM CORP /DE/	1311	US	TX	HOUSTON	77046	5 GREENWAY PLAZA	SUITE 110	7132157000	US	TX	HOUSTON	77046	5 GREENWAY PLAZA	SUITE 110	US	DE	954035997			1-LAF	0	1231	8-K	20190731			20190813	2019-08-13 17:30:00.0	0	0	form8k_htm.xml	1	
0001144204-19-039235	1533998	DARIOHEALTH CORP.	3841	IL		CAESAREA	38900	8 HATOKHEN ST.		(972)-(3)-6222929	IL		CAESAREA	38900	8 HATOKHEN ST.		US	DE	452973162	LABSTYLE INNOVATIONS CORP.	20111101	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-12 17:41:00.0	0	1	drio-20190630.xml	1	
0001144204-19-039284	1137883	BRAINSTORM CELL THERAPEUTICS INC.	2836	US	NY	NEW YORK	10019	1325 AVENUE OF AMERICAS	28TH FLOOR	201-488-0460	US	NY	NEW YORK	10019	1325 AVENUE OF AMERICAS	28TH FLOOR	US	DE	207273918	BRAINSTORM CELL THERAPEUTICS INC	20041122	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 06:04:00.0	0	1	bcli-20190630.xml	1	
0001144204-19-039289	892832	SANDSTON CORP	6770	US	MI	BLOOMFIELD HILLS	48034	40950 WOODWARD AVENUE	SUITE 304	7342142000	US	MI	BLOOMFIELD HILLS	48034	40950 WOODWARD AVENUE	SUITE 304	US	MI	382483796	NEMATRON CORP	19940601	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 06:11:00.0	0	1	sdon-20190630.xml	1	
0001144204-19-039299	1368308	HIGHPOWER INTERNATIONAL, INC.	3690	CN		GUANGDONG	518111	BUILDING A1, 68 XINXIA STREET	PINGHU, LONGGANG, SHENZHEN	86 755 896 86238	CN		GUANGDONG	518111	BUILDING A1, 68 XINXIA STREET	PINGHU, LONGGANG, SHENZHEN	US	DE	204062622	HONG KONG HIGHPOWER TECHNOLOGY, INC.	20071105	4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 07:34:00.0	0	1	hpj-20190630.xml	1	
0001144204-19-039325	731653	UNITED BANCORP INC /OH/	6022	US	OH	MARTINS FERRY	43935	201 SOUTH FOURTH STREET	P O BOX 10	7406330445	US	OH	MARTINS FERRY	43935	201 SOUTH FOURTH STREET	P O BOX 10	US	OH	341405357			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 09:57:00.0	0	1	ubcp-20190630.xml	1	
0001144204-19-039466	1757932	RMG ACQUISITION CORP.	6770	US	NY	NEW YORK	10173	340 MADISON AVENUE	19TH FLOOR	212-220-9503	US	NY	NEW YORK	10173	340 MADISON AVENUE	19TH FLOOR	US	DE	832289787			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 14:40:00.0	0	1	rmgun-20190630.xml	1	
0001144204-19-039480	1682639	EYENOVIA, INC.	2834	US	NV	RENO	89521	8748 TECHNOLOGY WAY		813-766-9539	US	NV	RENO	89521	8748 TECHNOLOGY WAY		US	DE	471178401			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 15:04:00.0	0	1	eyen-20190630.xml	1	
0001144204-19-039485	1066684	THEGLOBE COM INC	7310	US	FL	FORT LAUDERDALE	33301	110 EAST BROWARD BOULEVARD	SUITE 1400	954 769 5900	US	FL	FORT LAUDERDALE	33302	PO BOX 029006		US	DE	141782422			4-NON	0	1231	10-Q	20190630	2019	Q2	20190813	2019-08-13 15:12:00.0	0	1	tglo-20190630.xml	1	
